aX,aY,aZ,gX,gY,gZ
0.548,-0.778,0.325,3.784,-2.563,-0.122
0.549,-0.787,0.322,3.845,-4.272,-1.221
0.553,-0.789,0.321,3.418,-7.629,-1.831
0.567,-0.774,0.343,3.357,-13.306,-2.075
0.601,-0.761,0.351,2.930,-16.541,-2.319
0.600,-0.787,0.336,1.892,-12.939,-4.028
0.559,-0.821,0.343,0.061,-9.399,-4.517
0.539,-0.844,0.360,-0.671,-7.263,-2.686
0.523,-0.844,0.372,-0.793,-3.662,0.427
0.521,-0.837,0.350,-0.427,1.343,3.906
0.516,-0.820,0.335,0.244,6.226,5.920
0.510,-0.807,0.314,0.793,8.606,7.324
0.515,-0.801,0.301,1.282,8.545,7.690
0.532,-0.782,0.297,1.343,6.836,7.568
0.552,-0.792,0.294,0.488,3.845,6.042
0.547,-0.805,0.322,-0.671,0.549,3.418
0.541,-0.822,0.354,-0.549,-1.099,1.282
0.533,-0.849,0.352,-0.427,-1.465,0.549
0.530,-0.835,0.363,-0.305,-2.136,1.526
0.540,-0.836,0.353,-0.305,-1.160,2.441
0.540,-0.828,0.335,-0.122,0.916,3.418
0.525,-0.806,0.312,-0.427,3.296,4.578
0.527,-0.798,0.282,-0.305,4.822,5.371
0.519,-0.775,0.251,0.366,4.150,5.615
0.526,-0.760,0.233,0.549,2.869,5.066
0.521,-0.769,0.231,-0.061,1.343,3.418
0.503,-0.770,0.236,-1.404,-0.427,2.075
0.497,-0.781,0.247,-3.052,-2.258,1.465
0.496,-0.796,0.271,-4.211,-3.784,1.038
0.476,-0.810,0.280,-5.676,-3.540,1.038
0.469,-0.822,0.309,-6.958,-2.075,1.343
0.478,-0.824,0.325,-6.836,-0.366,1.831
0.492,-0.858,0.299,-6.104,1.221,2.563
0.563,-0.717,0.265,-6.592,1.526,4.456
0.505,-0.907,0.375,-8.057,-6.287,1.343
0.438,-0.713,0.383,-8.728,-5.249,2.991
0.531,-0.837,0.292,-5.371,2.014,0.916
0.551,-0.786,0.325,-5.310,-1.038,1.587
0.539,-0.788,0.338,-5.066,-4.639,0.549
0.532,-0.802,0.266,-4.395,-2.686,-1.770
0.521,-0.796,0.283,-5.493,-7.446,-1.770
0.510,-0.779,0.331,-7.019,-12.146,-1.404

-0.661,-0.647,2.660,-225.952,-332.581,-80.505
-0.616,-0.951,3.084,-190.186,-303.711,-64.514
-0.472,-1.050,3.510,-150.696,-260.254,-37.231
-0.178,-1.035,3.646,-116.150,-183.899,-6.531
0.069,-0.981,3.323,-83.923,-76.477,18.311
0.200,-0.860,2.806,-62.622,28.015,37.598
0.207,-0.716,2.263,-51.697,106.079,50.659
0.194,-0.638,1.888,-45.837,149.719,56.213
0.214,-0.609,1.563,-41.870,162.781,53.345
0.292,-0.519,1.363,-36.255,144.775,45.166
0.323,-0.576,1.265,-28.259,97.595,30.884
0.324,-0.550,1.332,-20.264,39.307,15.076
0.323,-0.551,1.366,-7.507,-4.761,1.099
0.328,-0.586,1.349,1.831,-32.959,-7.202
0.309,-0.565,1.406,8.240,-44.067,-11.597
0.253,-0.557,1.363,14.954,-37.537,-10.620
0.223,-0.490,1.286,18.921,-20.874,-4.395
0.199,-0.410,1.162,21.851,-0.305,1.404
0.187,-0.372,1.040,21.606,19.531,6.775
0.182,-0.335,0.947,18.311,35.950,11.047
0.179,-0.299,0.856,15.320,46.997,14.771
0.178,-0.260,0.781,12.207,51.086,15.625
0.167,-0.258,0.719,8.606,46.265,13.855
0.160,-0.267,0.699,5.615,33.813,11.353
0.161,-0.263,0.711,3.235,17.639,9.460
0.186,-0.251,0.716,2.014,3.784,6.531
0.200,-0.260,0.740,0.732,-7.751,3.235
0.191,-0.247,0.802,-1.099,-16.235,1.099
0.185,-0.251,0.835,-2.869,-16.052,-0.244
0.182,-0.269,0.861,-4.395,-10.559,-1.221
0.182,-0.294,0.882,-6.165,-4.761,-1.587
0.172,-0.336,0.908,-7.080,-1.038,-1.587
0.165,-0.359,0.938,-7.690,1.526,-0.671
0.171,-0.370,0.953,-7.019,3.479,0.122
0.175,-0.388,0.957,-5.432,2.991,0.000
0.164,-0.387,0.972,-3.723,1.038,-0.183
0.163,-0.394,0.976,-1.465,0.671,-0.061
0.165,-0.396,0.953,0.000,1.526,0.549
0.175,-0.387,0.950,0.671,1.587,1.038
0.190,-0.384,0.920,0.610,0.610,1.160
0.192,-0.379,0.920,-0.061,-1.648,0.793
0.187,-0.360,0.924,-0.793,-2.869,0.122
0.192,-0.346,0.918,-1.160,-3.235,-0.671
0.207,-0.346,0.918,-1.404,-2.991,-1.709
0.204,-0.358,0.933,-1.343,-3.845,-2.991
0.175,-0.371,0.959,-0.854,-2.808,-3.601
0.161,-0.393,0.957,-0.305,0.122,-4.089
0.148,-0.387,0.954,0.671,1.038,-3.052
0.149,-0.383,0.961,2.258,1.587,-1.892
0.154,-0.384,0.927,3.479,2.380,-1.465
0.149,-0.396,0.915,4.395,1.709,-0.366
0.153,-0.372,0.901,4.211,-0.122,1.526
0.168,-0.355,0.871,3.174,-0.977,2.869
0.184,-0.339,0.860,0.854,-1.892,3.113
0.195,-0.327,0.865,-2.380,-2.197,3.052
0.204,-0.319,0.868,-5.005,-1.831,2.502
0.204,-0.327,0.879,-6.226,-2.502,1.099
0.191,-0.352,0.913,-6.287,-4.944,-0.366
0.159,-0.364,0.933,-6.653,-6.653,-1.831
0.172,-0.380,0.946,-5.981,-8.667,-2.014
0.173,-0.361,0.952,-2.563,-10.681,-2.136
0.173,-0.363,0.958,-1.221,-9.644,-2.197
0.173,-0.365,0.967,-0.488,-7.751,-1.953
0.172,-0.369,0.970,-1.099,-5.371,-1.587
0.170,-0.387,0.981,-1.099,-3.601,-1.282
0.158,-0.398,0.985,-0.793,-1.831,-0.366
0.161,-0.406,0.974,-0.916,0.854,0.610
0.166,-0.389,0.973,-0.244,2.258,1.648
0.186,-0.403,0.935,1.221,3.113,2.441
0.189,-0.371,0.942,-0.549,2.136,2.930
0.195,-0.365,0.936,-0.427,0.793,2.075
0.204,-0.369,0.923,0.061,0.977,1.282
0.190,-0.367,0.924,0.427,0.000,0.366
0.171,-0.365,0.935,0.427,-1.160,-0.427
0.167,-0.399,0.965,1.282,-2.747,-1.282
0.160,-0.415,0.983,1.648,-4.395,-1.404
0.153,-0.418,1.003,2.319,-4.883,-0.549
0.156,-0.412,1.001,3.174,-4.211,1.160
0.153,-0.399,1.014,3.540,-2.686,2.686
0.176,-0.436,0.953,5.005,1.221,2.625
0.208,-0.401,0.926,4.333,0.977,3.662
0.163,-0.409,1.031,0.793,-6.470,5.798
0.183,-0.386,0.982,4.211,1.282,3.235
0.177,-0.401,1.026,4.517,4.822,4.211
0.195,-0.406,1.018,6.775,9.644,3.113
0.193,-0.448,1.032,8.179,9.094,3.052
0.194,-0.455,1.039,8.545,6.104,3.296
0.185,-0.449,1.106,8.911,0.488,3.845
0.185,-0.436,1.148,10.498,-2.136,4.028
0.200,-0.488,1.170,12.085,-2.319,2.930
0.207,-0.489,1.268,13.123,-4.395,3.540
0.249,-0.484,1.334,16.357,-3.357,4.517
0.286,-0.503,1.447,20.508,-1.099,4.272
0.290,-0.583,1.616,24.902,-0.244,3.418
0.281,-0.628,1.824,29.663,3.845,5.127
0.291,-0.661,2.053,35.583,12.756,9.827
0.292,-0.789,2.295,45.410,30.457,13.977
0.270,-0.831,2.497,57.800,57.495,21.790
0.272,-0.896,2.532,74.829,90.271,29.602
0.277,-0.912,2.484,94.543,118.713,38.452
0.308,-0.807,2.348,114.563,143.066,47.974
0.353,-0.624,2.155,133.484,162.231,53.284
0.406,-0.529,1.972,149.719,170.105,50.537
0.415,-0.459,1.874,160.828,166.382,44.128
0.406,-0.450,1.851,168.152,160.339,37.720
0.391,-0.381,1.791,175.049,160.522,33.569
0.401,-0.294,1.725,184.448,165.649,30.090
0.407,-0.241,1.660,194.946,172.974,25.391
0.376,-0.275,1.622,204.407,186.768,20.996
0.325,-0.181,1.426,210.999,208.557,21.118
0.207,-0.144,1.305,221.069,235.413,21.973
0.047,-0.070,1.046,229.004,266.907,25.757
-0.173,0.055,0.843,232.666,299.805,33.813
-0.382,0.094,0.537,237.671,341.370,42.114
-0.589,0.222,0.205,238.525,382.385,55.847
-0.742,0.398,-0.220,231.567,432.495,67.566
-0.675,0.417,-0.962,216.675,481.384,71.350
-0.745,0.416,-1.202,197.510,465.698,76.904
-0.824,0.475,-1.550,171.204,422.363,74.402

-0.777,0.387,-2.021,120.605,293.823,39.673
-0.695,0.310,-2.111,95.825,196.777,15.381
-0.585,0.198,-2.052,67.017,91.919,-5.188
-0.467,0.102,-1.785,37.292,-8.179,-20.996
-0.287,-0.039,-1.386,8.972,-88.501,-31.677
-0.070,-0.178,-0.948,-14.465,-139.832,-37.598
0.133,-0.341,-0.551,-32.898,-162.781,-39.734
0.249,-0.503,-0.208,-45.593,-174.377,-39.246
0.318,-0.599,0.157,-53.894,-171.753,-35.889
0.467,-0.743,0.200,-56.030,-142.700,-35.400
0.554,-0.805,0.276,-55.176,-124.817,-33.081
0.658,-0.888,0.317,-52.368,-117.981,-29.602
0.677,-0.875,0.397,-49.133,-114.197,-27.710
0.695,-0.940,0.450,-45.837,-111.694,-26.917
0.695,-0.929,0.405,-39.551,-100.830,-27.832
0.685,-0.937,0.381,-33.203,-93.201,-25.330
0.664,-0.899,0.315,-28.015,-83.618,-21.118
0.695,-0.836,0.251,-25.696,-74.768,-14.648
0.766,-0.777,0.204,-25.940,-67.688,-10.620
0.797,-0.748,0.173,-27.649,-63.538,-10.620
0.789,-0.797,0.142,-30.945,-61.951,-12.878
0.731,-0.687,0.167,-36.865,-61.951,-14.771
0.658,-0.719,0.125,-34.546,-61.768,-15.564
0.617,-0.702,0.075,-34.546,-60.486,-14.038
0.594,-0.686,0.070,-34.424,-60.547,-11.963
0.582,-0.645,0.060,-32.959,-62.561,-9.888
0.628,-0.646,0.102,-32.471,-64.819,-10.620
0.595,-0.606,0.080,-32.043,-68.176,-12.878
0.570,-0.616,0.064,-32.532,-70.435,-15.686
0.530,-0.644,0.118,-35.156,-75.134,-17.334
0.503,-0.640,0.173,-38.391,-77.332,-16.541
0.491,-0.655,0.197,-41.382,-73.608,-14.832
0.465,-0.656,0.195,-44.189,-67.078,-12.268
0.438,-0.642,0.184,-47.058,-60.730,-8.606
0.414,-0.607,0.170,-49.622,-53.223,-4.578
0.441,-0.584,0.152,-52.856,-46.021,-2.075
0.482,-0.560,0.190,-55.176,-47.180,-0.916
0.510,-0.584,0.203,-56.274,-53.528,-3.052
0.505,-0.633,0.279,-55.969,-65.796,-8.362
0.488,-0.650,0.388,-55.359,-81.299,-13.489
0.496,-0.685,0.469,-53.162,-93.323,-18.494
0.506,-0.709,0.540,-51.147,-100.525,-22.827
0.486,-0.721,0.594,-50.537,-100.769,-25.085
0.441,-0.710,0.598,-49.438,-93.140,-25.085
0.419,-0.728,0.592,-49.744,-84.167,-22.522
0.413,-0.726,0.638,-51.147,-77.026,-18.250
0.434,-0.737,0.664,-52.612,-70.007,-13.733
0.432,-0.774,0.697,-52.368,-63.721,-10.254
0.411,-0.761,0.724,-51.941,-56.519,-5.737
0.422,-0.732,0.704,-50.049,-47.852,-1.587
0.450,-0.704,0.663,-48.096,-40.710,1.770
0.496,-0.665,0.640,-47.852,-36.987,3.967
0.521,-0.646,0.624,-47.729,-35.950,4.272
0.531,-0.635,0.636,-48.096,-37.781,2.441
0.540,-0.638,0.656,-47.974,-42.786,-1.221
0.530,-0.661,0.660,-46.631,-49.255,-5.676
0.501,-0.682,0.713,-44.250,-57.800,-9.827
0.485,-0.667,0.740,-42.175,-62.805,-12.268
0.474,-0.664,0.715,-40.161,-61.401,-14.221
0.468,-0.684,0.727,-39.978,-59.082,-14.526
0.446,-0.698,0.768,-40.894,-56.641,-12.573
0.410,-0.723,0.803,-40.588,-50.171,-8.240
0.376,-0.720,0.806,-38.879,-39.246,-2.441
0.374,-0.678,0.758,-36.377,-26.001,5.005
0.396,-0.653,0.703,-34.546,-16.113,11.169
0.424,-0.610,0.708,-35.034,-12.268,14.954
0.479,-0.561,0.707,-35.828,-11.414,14.893
0.546,-0.516,0.687,-36.255,-12.024,10.437
0.552,-0.525,0.654,-37.048,-15.564,2.258
0.492,-0.587,0.692,-38.513,-25.024,-6.348
0.426,-0.631,0.765,-39.307,-36.926,-11.963
0.389,-0.657,0.798,-37.659,-44.861,-14.587
0.358,-0.653,0.809,-35.095,-46.936,-14.221
0.335,-0.661,0.796,-32.410,-43.884,-11.719
0.303,-0.666,0.779,-30.334,-36.926,-6.836
0.271,-0.641,0.769,-29.724,-27.588,0.244
0.285,-0.575,0.736,-29.602,-16.479,8.423
0.347,-0.507,0.682,-30.151,-7.690,13.306
0.409,-0.457,0.661,-33.386,-6.226,12.817
0.426,-0.458,0.677,-37.354,-10.803,7.751
0.387,-0.496,0.745,-39.978,-19.775,0.366
0.357,-0.521,0.782,-40.955,-28.931,-5.737
0.323,-0.551,0.794,-39.978,-38.818,-10.864
0.273,-0.573,0.818,-37.964,-48.340,-14.221
0.236,-0.574,0.826,-36.499,-54.138,-14.709
0.216,-0.579,0.813,-35.461,-55.298,-12.695
0.201,-0.581,0.791,-34.607,-53.345,-8.179
0.198,-0.553,0.787,-35.034,-49.561,-2.075
0.214,-0.524,0.797,-36.743,-42.297,4.700
0.250,-0.493,0.802,-39.307,-30.579,10.925
0.273,-0.472,0.821,-43.152,-17.944,15.747
0.285,-0.454,0.840,-45.715,-6.287,18.677
0.304,-0.475,0.871,-46.265,-0.488,19.043
0.380,-0.444,0.900,-46.021,-0.427,17.395
0.435,-0.474,0.871,-42.786,-5.127,10.803
0.408,-0.499,0.889,-41.321,-14.343,1.953
0.358,-0.492,0.915,-40.588,-23.315,-3.845
0.339,-0.528,0.940,-38.757,-29.968,-8.667
0.335,-0.569,0.983,-35.522,-35.400,-11.047
0.326,-0.628,1.012,-32.349,-34.607,-12.268
0.305,-0.654,1.049,-33.569,-29.358,-9.033
0.290,-0.649,1.068,-32.593,-22.644,-2.869
0.318,-0.584,1.036,-30.762,-13.062,3.723
0.355,-0.566,1.002,-27.283,-6.897,6.958
0.370,-0.544,0.992,-24.963,-8.728,6.348
0.363,-0.542,1.033,-23.071,-14.771,2.991
0.345,-0.534,1.080,-20.447,-20.203,-0.854
0.344,-0.556,1.094,-17.578,-21.667,-4.272
0.337,-0.602,1.154,-14.954,-22.705,-7.019
0.320,-0.636,1.203,-12.878,-22.095,-7.263
0.313,-0.660,1.235,-10.864,-18.921,-5.676
0.323,-0.634,1.266,-8.484,-14.893,-3.113
0.336,-0.656,1.259,-5.188,-10.986,-2.197
0.329,-0.642,1.318,-3.296,-10.620,-1.099
0.333,-0.688,1.402,-0.916,-9.827,-0.061
0.356,-0.701,1.468,3.296,-5.310,2.014
0.374,-0.711,1.495,9.216,3.174,4.211
0.367,-0.725,1.497,16.907,11.841,6.104
0.354,-0.714,1.476,24.658,19.592,8.789

0.420,-0.625,1.479,35.278,31.067,13.245
0.467,-0.677,1.503,38.574,34.424,10.620
0.435,-0.743,1.626,39.978,36.926,8.606
0.360,-0.791,1.818,40.283,45.227,11.719
0.338,-0.966,1.982,44.861,62.317,18.494
0.322,-0.928,2.202,49.927,86.792,33.020
0.434,-0.857,2.318,60.486,117.981,48.157
0.545,-0.953,2.317,74.951,151.184,54.871
0.573,-1.045,2.370,90.454,172.852,57.434
0.585,-0.978,2.253,106.628,189.270,61.401
0.557,-0.757,2.012,124.207,199.951,64.453
0.511,-0.584,1.754,145.142,207.092,58.838
0.479,-0.343,1.422,157.104,211.914,54.016
0.448,-0.172,1.164,160.950,213.196,48.401
0.367,-0.042,0.945,158.875,219.238,39.978
0.313,0.167,0.590,154.724,231.812,30.029
0.265,0.092,0.340,154.419,232.239,13.550
0.160,0.034,0.244,149.658,221.130,0.793
0.020,0.000,0.184,144.043,214.294,-3.723
-0.080,0.011,0.038,141.907,216.675,-3.906
-0.126,0.072,-0.170,140.381,219.788,-2.563
-0.161,0.069,-0.457,137.695,217.712,-4.333
-0.220,0.095,-0.690,131.958,206.970,-7.568
-0.261,0.082,-0.887,124.084,185.608,-11.230
-0.278,0.073,-1.050,116.150,157.104,-13.855
-0.273,0.043,-1.176,103.394,127.014,-13.000
-0.264,0.049,-1.241,84.412,94.360,-8.606
-0.248,0.041,-1.261,63.904,65.796,-3.845
-0.176,-0.004,-1.340,41.626,46.692,0.061
-0.082,-0.038,-1.236,16.541,16.907,6.714
0.002,-0.068,-1.025,-4.761,-10.986,10.315
0.092,-0.114,-0.834,-21.423,-31.677,9.949
0.196,-0.188,-0.654,-34.607,-48.889,6.470
0.291,-0.262,-0.483,-44.250,-65.857,1.038
0.340,-0.344,-0.338,-51.147,-82.886,-5.005
0.410,-0.411,-0.170,-56.763,-100.586,-10.315
0.470,-0.473,-0.019,-60.669,-117.981,-15.503
0.508,-0.555,0.149,-62.622,-134.155,-20.996
0.512,-0.621,0.345,-63.171,-146.423,-24.414
0.503,-0.671,0.527,-61.157,-144.470,-25.085
0.518,-0.732,0.514,-57.739,-125.183,-24.658
0.500,-0.708,0.558,-56.946,-109.192,-19.226
0.506,-0.738,0.571,-55.298,-93.262,-13.123
0.536,-0.728,0.565,-53.589,-80.566,-7.141
0.574,-0.697,0.554,-51.941,-72.449,-2.991
0.591,-0.675,0.519,-48.889,-67.627,-2.441
0.613,-0.627,0.454,-47.180,-66.833,-3.723
0.624,-0.615,0.440,-47.180,-72.937,-6.714
0.628,-0.577,0.454,-48.462,-81.726,-10.071
0.628,-0.569,0.460,-49.500,-87.524,-14.526
0.614,-0.592,0.488,-50.110,-90.820,-19.348
0.571,-0.651,0.592,-50.476,-93.872,-21.667
0.539,-0.686,0.705,-50.293,-91.431,-19.836
0.516,-0.748,0.777,-46.082,-83.618,-15.564
0.479,-0.750,0.862,-43.701,-70.313,-7.507
0.503,-0.727,0.812,-41.748,-51.514,0.793
0.524,-0.701,0.748,-38.574,-35.767,7.446
0.561,-0.617,0.680,-38.208,-26.550,12.878
0.632,-0.563,0.614,-39.856,-23.132,13.184
0.672,-0.555,0.603,-43.152,-25.330,7.935
0.682,-0.556,0.601,-45.776,-32.288,-0.366
0.681,-0.565,0.580,-47.607,-43.579,-9.460
0.653,-0.596,0.613,-48.157,-59.448,-19.470
0.567,-0.682,0.757,-45.410,-75.378,-27.344
0.478,-0.747,0.854,-40.894,-81.665,-29.541
0.413,-0.772,0.903,-35.706,-74.890,-24.719
0.370,-0.765,0.899,-29.785,-57.678,-14.648
0.386,-0.687,0.849,-26.184,-36.499,-2.075
0.464,-0.607,0.765,-26.306,-17.334,8.606
0.544,-0.564,0.719,-29.175,-5.188,13.550
0.588,-0.525,0.718,-33.264,-0.610,12.939
0.608,-0.533,0.691,-36.011,-1.648,7.019
0.602,-0.581,0.696,-36.804,-10.986,-1.770
0.560,-0.627,0.748,-37.598,-28.259,-9.521
0.516,-0.651,0.800,-37.231,-44.067,-15.808
0.469,-0.673,0.841,-33.508,-54.199,-19.409
0.430,-0.672,0.867,-28.687,-57.861,-19.287
0.396,-0.678,0.851,-23.499,-54.565,-15.930
0.361,-0.661,0.811,-19.348,-45.471,-10.193
0.388,-0.591,0.778,-17.761,-35.339,-2.930
0.455,-0.528,0.697,-19.470,-24.536,2.563
0.489,-0.492,0.659,-23.987,-16.968,4.456
0.499,-0.467,0.677,-31.189,-14.771,3.845
0.500,-0.471,0.685,-35.889,-13.733,0.671
0.471,-0.505,0.680,-37.231,-15.686,-3.418
0.439,-0.514,0.715,-36.865,-22.583,-6.958
0.413,-0.523,0.718,-34.912,-29.602,-10.498
0.381,-0.546,0.705,-31.616,-36.743,-13.611
0.336,-0.542,0.723,-30.151,-44.495,-14.160
0.351,-0.505,0.764,-30.151,-49.011,-12.878
0.360,-0.529,0.790,-30.212,-48.706,-12.390
0.350,-0.543,0.831,-32.593,-47.729,-10.864
0.333,-0.548,0.863,-35.278,-44.983,-7.996
0.314,-0.553,0.852,-36.255,-39.673,-4.517
0.329,-0.541,0.867,-36.865,-34.424,-0.854
0.354,-0.528,0.899,-36.377,-28.931,2.563
0.367,-0.509,0.886,-34.668,-21.423,3.906
0.407,-0.454,0.881,-32.043,-14.648,3.296
0.439,-0.468,0.850,-29.602,-11.475,-0.977
0.412,-0.542,0.867,-28.198,-18.005,-7.507
0.374,-0.566,0.943,-28.748,-29.968,-11.658
0.342,-0.588,0.995,-27.100,-37.903,-13.550
0.345,-0.584,0.981,-24.170,-38.818,-13.794
0.339,-0.603,0.965,-21.057,-37.048,-12.817
0.313,-0.591,0.952,-18.738,-34.973,-10.254
0.290,-0.566,0.924,-16.968,-30.945,-6.348
0.288,-0.527,0.870,-14.893,-24.475,-2.808
0.326,-0.507,0.814,-14.038,-20.325,-0.671
0.330,-0.505,0.802,-13.916,-20.569,0.244
0.329,-0.415,0.789,-14.648,-21.545,1.709
0.418,-0.368,0.808,-18.494,-23.804,-1.953
0.421,-0.430,0.845,-21.423,-30.090,-9.583
0.353,-0.500,0.926,-23.865,-39.490,-18.188
0.302,-0.539,1.024,-24.963,-47.241,-22.583
0.280,-0.583,1.083,-21.240,-49.438,-23.499
0.254,-0.631,1.121,-15.259,-46.326,-22.217
0.237,-0.608,1.145,-10.925,-39.124,-17.578
0.264,-0.575,1.108,-8.057,-26.917,-12.146
0.278,-0.610,1.102,-5.859,-16.541,-8.423

0.308,-0.797,1.527,13.184,-11.230,-2.502
0.324,-0.845,1.579,20.264,-7.629,-1.953
0.305,-0.934,1.714,25.879,-5.066,-0.427
0.307,-0.943,1.876,28.503,4.272,6.226
0.299,-1.028,2.042,33.813,24.414,15.076
0.288,-1.103,2.182,43.518,48.767,25.940
0.325,-1.059,2.286,55.603,75.500,38.635
0.412,-1.029,2.193,71.777,99.731,45.715
0.448,-0.996,2.140,88.928,108.826,44.922
0.485,-0.807,2.105,98.389,108.337,42.969
0.563,-0.829,2.010,106.812,105.408,33.203
0.568,-0.924,2.086,113.464,91.003,22.400
0.435,-0.954,2.170,122.009,81.665,18.433
0.362,-0.867,2.015,137.268,94.849,23.499
0.310,-0.616,1.783,153.809,116.089,34.363
0.234,-0.420,1.601,166.077,131.897,42.786
0.215,-0.178,1.249,177.795,159.363,48.523
0.187,-0.045,0.885,183.472,183.899,51.208
0.092,0.046,0.635,180.664,201.538,52.856
-0.023,0.218,0.411,173.157,220.764,56.885
-0.083,0.324,0.117,166.321,243.652,58.350
-0.085,0.391,-0.190,158.508,263.184,55.725
-0.115,0.431,-0.528,147.156,273.315,49.438
-0.163,0.399,-0.803,136.475,267.517,37.842
-0.193,0.354,-1.043,128.418,244.080,25.269
-0.187,0.292,-1.210,119.263,203.491,14.526
-0.195,0.216,-1.318,108.337,157.410,6.165
-0.250,0.149,-1.337,92.224,113.098,3.357
-0.286,0.130,-1.306,72.083,75.623,6.958
-0.233,0.086,-1.262,50.903,50.781,11.597
-0.121,0.019,-1.186,29.663,35.095,15.625
-0.016,-0.066,-1.044,8.545,19.958,18.188
0.102,-0.141,-0.863,-10.681,3.113,19.714
0.207,-0.209,-0.666,-26.367,-15.686,17.334
0.291,-0.309,-0.476,-38.208,-35.339,10.010
0.329,-0.383,-0.312,-45.959,-54.321,1.160
0.367,-0.471,-0.187,-50.781,-69.641,-6.409
0.430,-0.514,-0.026,-55.786,-84.717,-12.939
0.492,-0.583,0.125,-58.350,-99.121,-19.348
0.516,-0.662,0.282,-58.960,-109.131,-25.696
